Protocol,Algorithm,Length,Comparisons,Time_ns
Random,MSBRadixQuickSort,300,433,835600
Random,MSBRadixQuickSort,400,684,1032100
Random,MSBRadixQuickSort,500,1032,1144700
Random,MSBRadixQuickSort,600,1410,1362600
Random,MSBRadixQuickSort,700,1722,1581400
Random,MSBRadixQuickSort,800,2186,1872800
Random,MSBRadixQuickSort,900,2592,1964400
Random,MSBRadixQuickSort,1000,2986,2128400
Random,MSBRadixQuickSort,1100,3519,2543000
Random,MSBRadixQuickSort,1200,3980,2837200
Random,MSBRadixQuickSort,1300,4599,3534700
Random,MSBRadixQuickSort,1400,5130,3301900
Random,MSBRadixQuickSort,1500,5520,5926700
Random,MSBRadixQuickSort,1600,6068,3707200
Random,MSBRadixQuickSort,1700,6528,4176100
Random,MSBRadixQuickSort,1800,7332,4299200
Random,MSBRadixQuickSort,1900,7964,4982000
Random,MSBRadixQuickSort,2000,8300,6334300
Random,MSBRadixQuickSort,2100,9160,5741000
Random,MSBRadixQuickSort,2200,9673,5547200
Random,MSBRadixQuickSort,2300,10121,5881100
Random,MSBRadixQuickSort,2400,10849,6563500
Random,MSBRadixQuickSort,2500,11437,6853100
Random,MSBRadixQuickSort,2600,12272,7808700
Random,MSBRadixQuickSort,2700,12827,7957400
Random,MSBRadixQuickSort,2800,13672,8407600
Random,MSBRadixQuickSort,2900,14246,8885100
Random,MSBRadixQuickSort,3000,14814,9046900
Random,MSBRadixQuickSort,100,77,334200
Random,MSBRadixQuickSort,200,201,656600
Random,MSBRadixQuickSort,300,425,801100
Random,MSBRadixQuickSort,400,721,1091600
Random,MSBRadixQuickSort,500,1019,1197100
Random,MSBRadixQuickSort,600,1391,2032100
Random,MSBRadixQuickSort,700,1777,1577100
Random,MSBRadixQuickSort,800,2081,1736600
Random,MSBRadixQuickSort,900,2577,1849200
Random,MSBRadixQuickSort,1000,3080,2262900
Random,MSBRadixQuickSort,1100,3612,2759800
Random,MSBRadixQuickSort,1200,4013,2839100
Random,MSBRadixQuickSort,1300,4574,3018600
Random,MSBRadixQuickSort,1400,4883,3908900
Random,MSBRadixQuickSort,1500,5550,3690800
Random,MSBRadixQuickSort,1600,6106,3803900
Random,MSBRadixQuickSort,1700,6633,7272100
Random,MSBRadixQuickSort,1800,7153,4256700
Random,MSBRadixQuickSort,1900,7675,6958100
Random,MSBRadixQuickSort,2000,8448,5744200
Random,MSBRadixQuickSort,2100,8939,5596400
Random,MSBRadixQuickSort,2200,9785,5797900
Random,MSBRadixQuickSort,2300,10260,6159900
Random,MSBRadixQuickSort,2400,10894,6612400
Random,MSBRadixQuickSort,2500,11434,6708600
Random,MSBRadixQuickSort,2600,12562,7333100
Random,MSBRadixQuickSort,2700,12957,7801900
Random,MSBRadixQuickSort,2800,13324,8190600
Random,MSBRadixQuickSort,2900,14285,8592600
Random,MSBRadixQuickSort,3000,14684,8976600
Random,MSBRadixSort,100,0,372100
Random,MSBRadixSort,200,0,574300
Random,MSBRadixSort,300,0,817600
Random,MSBRadixSort,400,0,943300
Random,MSBRadixSort,500,0,1047000
Random,MSBRadixSort,600,0,1709500
Random,MSBRadixSort,700,0,2281300
Random,MSBRadixSort,800,0,1486900
Random,MSBRadixSort,900,0,1639800
Random,MSBRadixSort,1000,0,2766900
Random,MSBRadixSort,1100,0,1948100
Random,MSBRadixSort,1200,0,2103200
Random,MSBRadixSort,1300,0,2225100
Random,MSBRadixSort,1400,0,3081100
Random,MSBRadixSort,1500,0,2954900
Random,MSBRadixSort,1600,0,3334200
Random,MSBRadixSort,1700,0,4660500
Random,MSBRadixSort,1800,0,3345500
Random,MSBRadixSort,1900,0,3648200
Random,MSBRadixSort,2000,0,3859100
Random,MSBRadixSort,2100,0,7997000
Random,MSBRadixSort,2200,0,4151100
Random,MSBRadixSort,2300,0,4936300
Random,MSBRadixSort,2400,0,5825700
Random,MSBRadixSort,2500,0,5387500
Random,MSBRadixSort,2600,0,5865100
Random,MSBRadixSort,2700,0,5931600
Random,MSBRadixSort,2800,0,6289900
Random,MSBRadixSort,2900,0,11859700
Random,MSBRadixSort,3000,0,7124500
Random,MSBRadixSort,100,0,299700
Random,MSBRadixSort,200,0,546500
Random,MSBRadixSort,300,0,726000
Random,MSBRadixSort,400,0,817700
Random,MSBRadixSort,500,0,1123700
Random,MSBRadixSort,600,0,1168400
Random,MSBRadixSort,700,0,1232600
Random,MSBRadixSort,800,0,1345200
Random,MSBRadixSort,900,0,1671200
Random,MSBRadixSort,1000,0,2044100
Random,MSBRadixSort,1100,0,1884200
Random,MSBRadixSort,1200,0,1971700
Random,MSBRadixSort,1300,0,2216800
Random,MSBRadixSort,1400,0,2502100
Random,MSBRadixSort,1500,0,2700300
Random,MSBRadixSort,1600,0,2956400
Random,MSBRadixSort,1700,0,3164400
Random,MSBRadixSort,1800,0,3362900
Random,MSBRadixSort,1900,0,3656000
Random,MSBRadixSort,2000,0,3684800
Random,MSBRadixSort,2100,0,7735900
Random,MSBRadixSort,2200,0,4781200
Random,MSBRadixSort,2300,0,4455800
Random,MSBRadixSort,2400,0,5071000
Random,MSBRadixSort,2500,0,5285100
Random,MSBRadixSort,2600,0,6293000
Random,MSBRadixSort,2700,0,6015100
Random,MSBRadixSort,2800,0,11729600
Random,MSBRadixSort,2900,0,6546100
Random,MSBRadixSort,3000,0,6837300
Random,MSBRadixSort,100,0,318200
Random,MSBRadixSort,200,0,559100
Random,MSBRadixSort,300,0,744800
Random,MSBRadixSort,400,0,827800
Random,MSBRadixSort,500,0,911400
Random,MSBRadixSort,600,0,1119300
Random,MSBRadixSort,700,0,1240100
Random,MSBRadixSort,800,0,1408300
Random,MSBRadixSort,900,0,1534200
Random,MSBRadixSort,1000,0,1802000
Random,MSBRadixSort,1100,0,2723200
Random,MSBRadixSort,1200,0,1996400
Random,MSBRadixSort,1300,0,2116200
Random,MSBRadixSort,1400,0,2510600
Random,MSBRadixSort,1500,0,3956500
Random,MSBRadixSort,1600,0,2795100
Random,MSBRadixSort,1700,0,3259800
Random,MSBRadixSort,1800,0,3349100
Random,MSBRadixSort,1900,0,3705000
Random,MSBRadixSort,2000,0,3732000
Random,MSBRadixSort,2100,0,4102000
Random,MSBRadixSort,2200,0,4336400
Random,MSBRadixSort,2300,0,4528800
Random,MSBRadixSort,2400,0,5023300
Random,MSBRadixSort,2500,0,5469800
Random,MSBRadixSort,2600,0,5593500
Random,MSBRadixSort,2700,0,6001000
Random,MSBRadixSort,2800,0,6056900
Random,MSBRadixSort,2900,0,6530300
Random,MSBRadixSort,3000,0,6794000
Random,MSBRadixSort,100,0,277100
Random,MSBRadixSort,200,0,562700
Random,MSBRadixSort,300,0,750100
Random,MSBRadixSort,400,0,864700
Random,MSBRadixSort,500,0,940700
Random,MSBRadixSort,600,0,1096600
Random,MSBRadixSort,700,0,1292500
Random,MSBRadixSort,800,0,1457700
Random,MSBRadixSort,900,0,1528400
Random,MSBRadixSort,1000,0,1698500
Random,MSBRadixSort,1100,0,1979400
Random,MSBRadixSort,1200,0,2180200
Random,MSBRadixSort,1300,0,2263400
Random,MSBRadixSort,1400,0,2826200
Random,MSBRadixSort,1500,0,2583300
Random,MSBRadixSort,1600,0,3228700
Random,MSBRadixSort,1700,0,3151600
Random,MSBRadixSort,1800,0,3276500
Random,MSBRadixSort,1900,0,4323500
Random,MSBRadixSort,2000,0,3747200
Random,MSBRadixSort,2100,0,4464000
Random,MSBRadixSort,2200,0,6262500
Random,MSBRadixSort,2300,0,8139000
Random,MSBRadixSort,2400,0,11196100
Random,MSBRadixSort,2500,0,5352600
Random,MSBRadixSort,2600,0,6361100
Random,MSBRadixSort,2700,0,6071500
Random,MSBRadixSort,2800,0,6335400
Random,MSBRadixSort,2900,0,6630300
Random,MSBRadixSort,3000,0,7599900
Random,MSBRadixSort,100,0,326900
Random,MSBRadixSort,200,0,564700
Random,MSBRadixSort,300,0,698700
Random,MSBRadixSort,400,0,888200
Random,MSBRadixSort,500,0,954800
Random,MSBRadixSort,600,0,1108200
Random,MSBRadixSort,700,0,1253200
Random,MSBRadixSort,800,0,1438600
Random,MSBRadixSort,900,0,1426700
Random,MSBRadixSort,1000,0,1762500
Random,MSBRadixSort,1100,0,2020900
Random,MSBRadixSort,1200,0,2131700
Random,MSBRadixSort,1300,0,2396800
Random,MSBRadixSort,1400,0,2368300
Random,MSBRadixSort,1500,0,2735800
Random,MSBRadixSort,1600,0,2899400
Random,MSBRadixSort,1700,0,2932900
Random,MSBRadixSort,1800,0,3146200
Random,MSBRadixSort,1900,0,3632400
Random,MSBRadixSort,2000,0,3828700
Random,MSBRadixSort,2100,0,4285600
Random,MSBRadixSort,2200,0,4460500
Random,MSBRadixSort,2300,0,4671400
Random,MSBRadixSort,2400,0,7179900
Random,MSBRadixSort,2500,0,10958300
Random,MSBRadixSort,2600,0,5567400
Random,MSBRadixSort,2700,0,7036100
Random,MSBRadixSort,2800,0,6338400
Random,MSBRadixSort,2900,0,7033200
Random,MSBRadixSort,3000,0,6962600
Reverse,MergeSort,100,416,147500
Reverse,MergeSort,200,1021,234900
Reverse,MergeSort,300,1703,434500
Reverse,MergeSort,400,2454,493300
Reverse,MergeSort,500,3094,670600
Reverse,MergeSort,600,4044,832000
Reverse,MergeSort,700,4949,977500
Reverse,MergeSort,800,5788,1139200
Reverse,MergeSort,900,6559,1765000
Reverse,MergeSort,1000,7222,1828900
Reverse,MergeSort,1100,8368,1596500
Reverse,MergeSort,1200,9388,1984900
Reverse,MergeSort,1300,10454,1944800
Reverse,MergeSort,1400,11416,3285000
Reverse,MergeSort,1500,12322,2194200
Reverse,MergeSort,1600,13307,2303600
Reverse,MergeSort,1700,14239,2495700
Reverse,MergeSort,1800,15176,3641800
Reverse,MergeSort,1900,15932,2834600
Reverse,MergeSort,2000,16711,3009500
Reverse,MergeSort,2100,17852,3024400
Reverse,MergeSort,2200,19084,5707700
Reverse,MergeSort,2300,20391,3546400
Reverse,MergeSort,2400,21513,6034300
Reverse,MergeSort,2500,22730,5437300
Reverse,MergeSort,2600,23861,3981500
Reverse,MergeSort,2700,25149,4524100
Reverse,MergeSort,2800,26172,4957600
Reverse,MergeSort,2900,27207,5013200
Reverse,MergeSort,3000,28260,5124800
Reverse,MergeSort,100,414,124400
Reverse,MergeSort,200,1004,325600
Reverse,MergeSort,300,1699,479700
Reverse,MergeSort,400,2436,805100
Reverse,MergeSort,500,3077,635600
Reverse,MergeSort,600,4056,783200
Reverse,MergeSort,700,4931,909200
Reverse,MergeSort,800,5702,1059500
Reverse,MergeSort,900,6539,2109600
Reverse,MergeSort,1000,7212,1331900
Reverse,MergeSort,1100,8323,1503100
Reverse,MergeSort,1200,9476,1896400
Reverse,MergeSort,1300,10425,1749900
Reverse,MergeSort,1400,11403,1866400
Reverse,MergeSort,1500,12385,2008800
Reverse,MergeSort,1600,13277,2189000
Reverse,MergeSort,1700,14209,2311800
Reverse,MergeSort,1800,15138,2457800
Reverse,MergeSort,1900,15992,2628500
Reverse,MergeSort,2000,16700,2963500
Reverse,MergeSort,2100,17752,3277500
Reverse,MergeSort,2200,19058,3333100
Reverse,MergeSort,2300,20298,3590800
Reverse,MergeSort,2400,21625,6294900
Reverse,MergeSort,2500,22655,4014000
Reverse,MergeSort,2600,23706,4199500
Reverse,MergeSort,2700,24991,4572600
Reverse,MergeSort,2800,26071,5655800
Reverse,MergeSort,2900,27243,4834400
Reverse,MergeSort,3000,28184,5268800
Reverse,MergeSort,100,417,108700
Reverse,MergeSort,200,1011,225600
Reverse,MergeSort,300,1696,342800
Reverse,MergeSort,400,2449,502300
Reverse,MergeSort,500,3095,615200
Reverse,MergeSort,600,4013,806600
Reverse,MergeSort,700,4903,946300
Reverse,MergeSort,800,5740,1022100
Reverse,MergeSort,900,6545,1141000
Reverse,MergeSort,1000,7249,1264400
Reverse,MergeSort,1100,8348,1352000
Reverse,MergeSort,1200,9441,1822000
Reverse,MergeSort,1300,10432,1728400
Reverse,MergeSort,1400,11503,1788300
Reverse,MergeSort,1500,12312,2420100
Reverse,MergeSort,1600,13328,2241500
Reverse,MergeSort,1700,14229,2271700
Reverse,MergeSort,1800,15117,2454000
Reverse,MergeSort,1900,15982,2732200
Reverse,MergeSort,2000,16626,2931900
Reverse,MergeSort,2100,17764,3204100
Reverse,MergeSort,2200,19149,3370100
Reverse,MergeSort,2300,20261,3679900
Reverse,MergeSort,2400,21690,3712700
Reverse,MergeSort,2500,22713,4000000
Reverse,MergeSort,2600,23794,4706800
Reverse,MergeSort,2700,24983,4498600
Reverse,MergeSort,2800,26151,4679200
Reverse,MergeSort,2900,27331,4966500
Reverse,MergeSort,3000,28336,5229900
Reverse,MergeSort,100,411,107200
Reverse,MergeSort,200,1009,222300
Reverse,MergeSort,300,1695,347900
Reverse,MergeSort,400,2453,514400
Reverse,MergeSort,500,3090,613200
Reverse,MergeSort,600,4035,745800
Reverse,MergeSort,700,4920,845800
Reverse,MergeSort,800,5750,981100
Reverse,MergeSort,900,6523,1100500
Reverse,MergeSort,1000,7210,1261600
Reverse,MergeSort,1100,8319,1832600
Reverse,MergeSort,1200,9402,1521100
Reverse,MergeSort,1300,10446,1702200
Reverse,MergeSort,1400,11511,1818100
Reverse,MergeSort,1500,12310,1952300
Reverse,MergeSort,1600,13341,2085200
Reverse,MergeSort,1700,14212,2280000
Reverse,MergeSort,1800,15230,2505100
Reverse,MergeSort,1900,16082,2689000
Reverse,MergeSort,2000,16731,2965200
Reverse,MergeSort,2100,17804,3218500
Reverse,MergeSort,2200,19170,4160400
Reverse,MergeSort,2300,20231,3622800
Reverse,MergeSort,2400,21570,3772700
Reverse,MergeSort,2500,22793,4994100
Reverse,MergeSort,2600,23747,4318700
Reverse,MergeSort,2700,25055,4502400
Reverse,MergeSort,2800,26085,4677700
Reverse,MergeSort,2900,27182,4919800
Reverse,MergeSort,3000,28253,5212400
Reverse,MergeSort,100,420,106700
Reverse,MergeSort,200,1007,223500
Reverse,MergeSort,300,1700,395500
Reverse,MergeSort,400,2448,485000
Reverse,MergeSort,500,3085,568600
Reverse,MergeSort,600,4061,740400
Reverse,MergeSort,700,4952,862000
Reverse,MergeSort,800,5731,968000
Reverse,MergeSort,900,6528,1137100
Reverse,MergeSort,1000,7203,1256700
Reverse,MergeSort,1100,8330,2405300
Reverse,MergeSort,1200,9484,1515000
Reverse,MergeSort,1300,10447,1639300
Reverse,MergeSort,1400,11432,1851200
Reverse,MergeSort,1500,12335,1950900
Reverse,MergeSort,1600,13304,2251400
Reverse,MergeSort,1700,14275,2279000
Reverse,MergeSort,1800,15048,2454400
Reverse,MergeSort,1900,16076,2674300
Reverse,MergeSort,2000,16680,2892300
Reverse,MergeSort,2100,17676,5205500
Reverse,MergeSort,2200,19136,3377500
Reverse,MergeSort,2300,20284,6420700
Reverse,MergeSort,2400,21645,3805100
Reverse,MergeSort,2500,22858,4974100
Reverse,MergeSort,2600,23933,8760600
Reverse,MergeSort,2700,25118,9041600
Reverse,MergeSort,2800,25948,4640500
Reverse,MergeSort,2900,27176,4934500
Reverse,MergeSort,3000,28414,5242200
Reverse,StringMergeSort,100,287,170100
Reverse,StringMergeSort,200,610,255600
Reverse,StringMergeSort,300,944,415500
Reverse,StringMergeSort,400,1280,551600
Reverse,StringMergeSort,500,1580,696800
Reverse,StringMergeSort,600,1970,863900
Reverse,StringMergeSort,700,2382,1005800
Reverse,StringMergeSort,800,2767,1170900
Reverse,StringMergeSort,900,3105,1343400
Reverse,StringMergeSort,1000,3347,1812600
Reverse,StringMergeSort,1100,3904,1658100
Reverse,StringMergeSort,1200,4282,1820000
Reverse,StringMergeSort,1300,4784,1972200
Reverse,StringMergeSort,1400,5161,2532700
Reverse,StringMergeSort,1500,5524,2357100
Reverse,StringMergeSort,1600,5970,2395700
Reverse,StringMergeSort,1700,6363,2515300
Reverse,StringMergeSort,1800,6773,3103200
Reverse,StringMergeSort,1900,7006,2953900
Reverse,StringMergeSort,2000,7475,7777200
Reverse,StringMergeSort,2100,7841,3354700
Reverse,StringMergeSort,2200,8312,3586200
Reverse,StringMergeSort,2300,8963,3622900
Reverse,StringMergeSort,2400,9325,3921500
Reverse,StringMergeSort,2500,9785,4168300
Reverse,StringMergeSort,2600,10325,4177900
Reverse,StringMergeSort,2700,10887,4577800
Reverse,StringMergeSort,2800,11192,5051100
Reverse,StringMergeSort,2900,11499,4984700
Reverse,StringMergeSort,3000,12004,5573200
Reverse,StringMergeSort,100,303,113900
Reverse,StringMergeSort,200,600,245400
Reverse,StringMergeSort,300,906,391800
Reverse,StringMergeSort,400,1263,573900
Reverse,StringMergeSort,500,1532,646900
Reverse,StringMergeSort,600,1984,870400
Reverse,StringMergeSort,700,2394,1011200
Reverse,StringMergeSort,800,2670,1182100
Reverse,StringMergeSort,900,3086,1282800
Reverse,StringMergeSort,1000,3347,1507100
Reverse,StringMergeSort,1100,3802,1601600
Reverse,StringMergeSort,1200,4369,1735500
Reverse,StringMergeSort,1300,4745,1989900
Reverse,StringMergeSort,1400,5183,2026500
Reverse,StringMergeSort,1500,5562,3162700
Reverse,StringMergeSort,1600,5898,2265800
Reverse,StringMergeSort,1700,6290,2439900
Reverse,StringMergeSort,1800,6755,2590300
Reverse,StringMergeSort,1900,7084,3096100
Reverse,StringMergeSort,2000,7390,2959400
Reverse,StringMergeSort,2100,7765,3422500
Reverse,StringMergeSort,2200,8245,3572200
Reverse,StringMergeSort,2300,8872,3842000
Reverse,StringMergeSort,2400,9382,4134800
Reverse,StringMergeSort,2500,9742,4158100
Reverse,StringMergeSort,2600,10105,4533800
Reverse,StringMergeSort,2700,10748,4711300
Reverse,StringMergeSort,2800,11074,4736000
Reverse,StringMergeSort,2900,11623,5419800
Reverse,StringMergeSort,3000,11876,5507100
Reverse,StringMergeSort,100,283,109100
Reverse,StringMergeSort,200,596,242300
Reverse,StringMergeSort,300,912,389300
Reverse,StringMergeSort,400,1274,549000
Reverse,StringMergeSort,500,1551,631100
Reverse,StringMergeSort,600,1937,822000
Reverse,StringMergeSort,700,2334,1051900
Reverse,StringMergeSort,800,2714,1104000
Reverse,StringMergeSort,900,3073,1188400
Reverse,StringMergeSort,1000,3409,1313400
Reverse,StringMergeSort,1100,3871,1413000
Reverse,StringMergeSort,1200,4401,1622100
Reverse,StringMergeSort,1300,4760,1729300
Reverse,StringMergeSort,1400,5203,1902900
Reverse,StringMergeSort,1500,5544,2199000
Reverse,StringMergeSort,1600,5983,2186800
Reverse,StringMergeSort,1700,6300,2408900
Reverse,StringMergeSort,1800,6703,2579200
Reverse,StringMergeSort,1900,7102,5380500
Reverse,StringMergeSort,2000,7345,3021400
Reverse,StringMergeSort,2100,7839,3342300
Reverse,StringMergeSort,2200,8357,3346300
Reverse,StringMergeSort,2300,8764,3913800
Reverse,StringMergeSort,2400,9466,8185200
Reverse,StringMergeSort,2500,9801,4239000
Reverse,StringMergeSort,2600,10251,4169400
Reverse,StringMergeSort,2700,10688,4434700
Reverse,StringMergeSort,2800,11123,4680100
Reverse,StringMergeSort,2900,11653,5097500
Reverse,StringMergeSort,3000,12058,5653900
Reverse,StringMergeSort,100,303,111200
Reverse,StringMergeSort,200,606,244500
Reverse,StringMergeSort,300,929,384100
Reverse,StringMergeSort,400,1283,540300
Reverse,StringMergeSort,500,1555,649500
Reverse,StringMergeSort,600,1942,752500
Reverse,StringMergeSort,700,2344,867300
Reverse,StringMergeSort,800,2734,1047700
Reverse,StringMergeSort,900,3051,1181400
Reverse,StringMergeSort,1000,3324,1299100
Reverse,StringMergeSort,1100,3830,1542700
Reverse,StringMergeSort,1200,4292,1656700
Reverse,StringMergeSort,1300,4743,1718400
Reverse,StringMergeSort,1400,5239,1871200
Reverse,StringMergeSort,1500,5473,2087100
Reverse,StringMergeSort,1600,6010,2281400
Reverse,StringMergeSort,1700,6349,2384400
Reverse,StringMergeSort,1800,6859,2605900
Reverse,StringMergeSort,1900,7122,2799300
Reverse,StringMergeSort,2000,7409,3029000
Reverse,StringMergeSort,2100,7870,3348500
Reverse,StringMergeSort,2200,8356,3508500
Reverse,StringMergeSort,2300,8837,3754700
Reverse,StringMergeSort,2400,9342,7857500
Reverse,StringMergeSort,2500,9881,5336800
Reverse,StringMergeSort,2600,10142,4603000
Reverse,StringMergeSort,2700,10710,5028500
Reverse,StringMergeSort,2800,11105,9233600
Reverse,StringMergeSort,2900,11483,5070900
Reverse,StringMergeSort,3000,12014,5306700
Reverse,StringMergeSort,100,300,109200
Reverse,StringMergeSort,200,606,245700
Reverse,StringMergeSort,300,936,377800
Reverse,StringMergeSort,400,1274,500400
Reverse,StringMergeSort,500,1561,589700
Reverse,StringMergeSort,600,1979,757000
Reverse,StringMergeSort,700,2360,886400
Reverse,StringMergeSort,800,2714,1013700
Reverse,StringMergeSort,900,3077,1139100
Reverse,StringMergeSort,1000,3345,1307300
Reverse,StringMergeSort,1100,3840,1477700
Reverse,StringMergeSort,1200,4338,1704600
Reverse,StringMergeSort,1300,4768,1947900
Reverse,StringMergeSort,1400,5188,1957500
Reverse,StringMergeSort,1500,5568,2036800
Reverse,StringMergeSort,1600,5927,2162600
Reverse,StringMergeSort,1700,6351,4262900
Reverse,StringMergeSort,1800,6709,2562700
Reverse,StringMergeSort,1900,7172,2845000
Reverse,StringMergeSort,2000,7338,2997000
Reverse,StringMergeSort,2100,7728,3316100
Reverse,StringMergeSort,2200,8400,3768000
Reverse,StringMergeSort,2300,8786,3668100
Reverse,StringMergeSort,2400,9398,11764500
Reverse,StringMergeSort,2500,9845,4237600
Reverse,StringMergeSort,2600,10350,4797200
Reverse,StringMergeSort,2700,10775,4585800
Reverse,StringMergeSort,2800,11053,4864200
Reverse,StringMergeSort,2900,11555,5111100
Reverse,StringMergeSort,3000,12200,18501700
Reverse,QuickSort,100,660,66100
Reverse,QuickSort,200,1724,142200
Reverse,QuickSort,300,3103,239100
Reverse,QuickSort,400,4375,339600
Reverse,QuickSort,500,5678,438500
Reverse,QuickSort,600,7477,627200
Reverse,QuickSort,700,9038,1083800
Reverse,QuickSort,800,10286,860100
Reverse,QuickSort,900,12946,903900
Reverse,QuickSort,1000,13575,984700
Reverse,QuickSort,1100,15181,1073400
Reverse,QuickSort,1200,16757,1205600
Reverse,QuickSort,1300,18670,1281400
Reverse,QuickSort,1400,20271,1546600
Reverse,QuickSort,1500,23850,1644200
Reverse,QuickSort,1600,24645,1986000
Reverse,QuickSort,1700,27342,2889700
Reverse,QuickSort,1800,29460,1913800
Reverse,QuickSort,1900,31706,2091800
Reverse,QuickSort,2000,35445,2326800
Reverse,QuickSort,2100,35527,2250500
Reverse,QuickSort,2200,37770,2540900
Reverse,QuickSort,2300,41176,2691200
Reverse,QuickSort,2400,41602,2636900
Reverse,QuickSort,2500,42204,2709300
Reverse,QuickSort,2600,44502,2785200
Reverse,QuickSort,2700,49713,3172300
Reverse,QuickSort,2800,49604,3168100
Reverse,QuickSort,2900,51011,3143800
Reverse,QuickSort,3000,55200,3560000
Reverse,QuickSort,100,650,61100
Reverse,QuickSort,200,1705,136300
Reverse,QuickSort,300,3143,231700
Reverse,QuickSort,400,4318,328000
Reverse,QuickSort,500,5646,381200
Reverse,QuickSort,600,7520,535800
Reverse,QuickSort,700,9013,650600
Reverse,QuickSort,800,10280,714900
Reverse,QuickSort,900,12955,1049000
Reverse,QuickSort,1000,13526,937100
Reverse,QuickSort,1100,15305,1017000
Reverse,QuickSort,1200,16828,1178200
Reverse,QuickSort,1300,18801,1219200
Reverse,QuickSort,1400,20141,1331500
Reverse,QuickSort,1500,24020,1574800
Reverse,QuickSort,1600,24495,1600000
Reverse,QuickSort,1700,27342,1855300
Reverse,QuickSort,1800,29735,1959100
Reverse,QuickSort,1900,31919,2095000
Reverse,QuickSort,2000,35106,2233200
Reverse,QuickSort,2100,35615,2304100
Reverse,QuickSort,2200,37974,2452600
Reverse,QuickSort,2300,41309,2712600
Reverse,QuickSort,2400,41272,2629600
Reverse,QuickSort,2500,42332,2591200
Reverse,QuickSort,2600,44598,2835400
Reverse,QuickSort,2700,49928,6532300
Reverse,QuickSort,2800,49483,3050000
Reverse,QuickSort,2900,50702,3198900
Reverse,QuickSort,3000,55281,3421200
Reverse,QuickSort,100,654,60800
Reverse,QuickSort,200,1709,138000
Reverse,QuickSort,300,3094,239300
Reverse,QuickSort,400,4298,321400
Reverse,QuickSort,500,5652,389000
Reverse,QuickSort,600,7490,857300
Reverse,QuickSort,700,9026,647100
Reverse,QuickSort,800,10321,717300
Reverse,QuickSort,900,12913,884600
Reverse,QuickSort,1000,13625,937900
Reverse,QuickSort,1100,15277,1024200
Reverse,QuickSort,1200,16815,1146700
Reverse,QuickSort,1300,18600,1235000
Reverse,QuickSort,1400,20318,1308500
Reverse,QuickSort,1500,23981,1603900
Reverse,QuickSort,1600,24536,1644800
Reverse,QuickSort,1700,27358,1800600
Reverse,QuickSort,1800,29580,1907600
Reverse,QuickSort,1900,31635,3088100
Reverse,QuickSort,2000,35244,2345100
Reverse,QuickSort,2100,35420,2248300
Reverse,QuickSort,2200,37877,2473400
Reverse,QuickSort,2300,41317,2735400
Reverse,QuickSort,2400,41378,2633000
Reverse,QuickSort,2500,42630,2604800
Reverse,QuickSort,2600,44437,2763100
Reverse,QuickSort,2700,49600,5157200
Reverse,QuickSort,2800,49251,3126900
Reverse,QuickSort,2900,50853,5081100
Reverse,QuickSort,3000,55409,3472900
Reverse,QuickSort,100,649,62100
Reverse,QuickSort,200,1707,138300
Reverse,QuickSort,300,3089,227100
Reverse,QuickSort,400,4366,420200
Reverse,QuickSort,500,5669,386700
Reverse,QuickSort,600,7452,523900
Reverse,QuickSort,700,9043,617400
Reverse,QuickSort,800,10294,728600
Reverse,QuickSort,900,12991,870300
Reverse,QuickSort,1000,13503,938500
Reverse,QuickSort,1100,15312,1041300
Reverse,QuickSort,1200,16779,1124700
Reverse,QuickSort,1300,18641,1310200
Reverse,QuickSort,1400,20255,1335800
Reverse,QuickSort,1500,23917,1572500
Reverse,QuickSort,1600,24610,1839300
Reverse,QuickSort,1700,27617,1733800
Reverse,QuickSort,1800,29505,1953500
Reverse,QuickSort,1900,31377,1983300
Reverse,QuickSort,2000,35333,2320300
Reverse,QuickSort,2100,35484,2211700
Reverse,QuickSort,2200,37739,2454300
Reverse,QuickSort,2300,41164,2591800
Reverse,QuickSort,2400,41391,2637900
Reverse,QuickSort,2500,42574,2657600
Reverse,QuickSort,2600,44626,2758800
Reverse,QuickSort,2700,49880,3098900
Reverse,QuickSort,2800,49332,3055200
Reverse,QuickSort,2900,50839,3237400
Reverse,QuickSort,3000,55380,4357300
Reverse,QuickSort,100,659,67200
Reverse,QuickSort,200,1712,138200
Reverse,QuickSort,300,3100,234200
Reverse,QuickSort,400,4331,313000
Reverse,QuickSort,500,5636,404400
Reverse,QuickSort,600,7514,581600
Reverse,QuickSort,700,9093,623600
Reverse,QuickSort,800,10282,723000
Reverse,QuickSort,900,12947,881000
Reverse,QuickSort,1000,13511,933500
Reverse,QuickSort,1100,15245,1023200
Reverse,QuickSort,1200,16725,1122300
Reverse,QuickSort,1300,18777,2081600
Reverse,QuickSort,1400,20243,1296300
Reverse,QuickSort,1500,23789,1644500
Reverse,QuickSort,1600,24485,1791500
Reverse,QuickSort,1700,27556,1747700
Reverse,QuickSort,1800,29472,1917300
Reverse,QuickSort,1900,31598,2887300
Reverse,QuickSort,2000,35406,2462500
Reverse,QuickSort,2100,35675,2318800
Reverse,QuickSort,2200,37792,3707800
Reverse,QuickSort,2300,41174,2844100
Reverse,QuickSort,2400,41410,2660600
Reverse,QuickSort,2500,42560,2695400
Reverse,QuickSort,2600,44363,2778000
Reverse,QuickSort,2700,49699,3073000
Reverse,QuickSort,2800,49330,3449300
Reverse,QuickSort,2900,50696,3240500
