Protocol,Algorithm,Length,Comparisons,Time_ns
AlmostSorted,MergeSort,1900,23799,3043300
AlmostSorted,MergeSort,2000,25757,5798900
AlmostSorted,MergeSort,2100,27133,3630600
AlmostSorted,MergeSort,2200,28840,3789300
AlmostSorted,MergeSort,2300,30080,5397100
AlmostSorted,MergeSort,2400,31614,4246700
AlmostSorted,MergeSort,2500,33073,4367700
AlmostSorted,MergeSort,2600,34922,4572500
AlmostSorted,MergeSort,2700,36448,4825900
AlmostSorted,MergeSort,2800,38152,5241400
AlmostSorted,MergeSort,2900,39739,7196200
AlmostSorted,MergeSort,3000,41897,5875100
AlmostSorted,StringMergeSort,100,367,135000
AlmostSorted,StringMergeSort,200,764,265900
AlmostSorted,StringMergeSort,300,1226,416500
AlmostSorted,StringMergeSort,400,1679,589400
AlmostSorted,StringMergeSort,500,2258,1083500
AlmostSorted,StringMergeSort,600,2609,1257200
AlmostSorted,StringMergeSort,700,3134,1047500
AlmostSorted,StringMergeSort,800,3835,1281000
AlmostSorted,StringMergeSort,900,4248,1465300
AlmostSorted,StringMergeSort,1000,4891,2216800
AlmostSorted,StringMergeSort,1100,5437,1800700
AlmostSorted,StringMergeSort,1200,6028,1920800
AlmostSorted,StringMergeSort,1300,6603,2204300
AlmostSorted,StringMergeSort,1400,7351,2408500
AlmostSorted,StringMergeSort,1500,7848,2472000
AlmostSorted,StringMergeSort,1600,8553,3439800
AlmostSorted,StringMergeSort,1700,9242,3551900
AlmostSorted,StringMergeSort,1800,9810,3486900
AlmostSorted,StringMergeSort,1900,10629,3253700
AlmostSorted,StringMergeSort,2000,11258,3480100
AlmostSorted,StringMergeSort,2100,11914,3663400
AlmostSorted,StringMergeSort,2200,12680,3895500
AlmostSorted,StringMergeSort,2300,13128,4021600
AlmostSorted,StringMergeSort,2400,13707,8170300
AlmostSorted,StringMergeSort,2500,14523,4542100
AlmostSorted,StringMergeSort,2600,15094,4790400
AlmostSorted,StringMergeSort,2700,15560,5182300
AlmostSorted,StringMergeSort,2800,16385,5434300
AlmostSorted,StringMergeSort,2900,16961,9352700
AlmostSorted,StringMergeSort,3000,17757,6123900
AlmostSorted,StringMergeSort,100,375,206000
AlmostSorted,StringMergeSort,200,835,268100
AlmostSorted,StringMergeSort,300,1219,503100
AlmostSorted,StringMergeSort,400,1677,555900
AlmostSorted,StringMergeSort,500,2190,743700
AlmostSorted,StringMergeSort,600,2675,918100
AlmostSorted,StringMergeSort,700,3185,1083000
AlmostSorted,StringMergeSort,800,3581,1218900
AlmostSorted,StringMergeSort,900,4301,1390600
AlmostSorted,StringMergeSort,1000,4937,1677000
AlmostSorted,StringMergeSort,1100,5504,1846300
AlmostSorted,StringMergeSort,1200,5807,1877800
AlmostSorted,StringMergeSort,1300,6640,2048700
AlmostSorted,StringMergeSort,1400,7285,2274300
AlmostSorted,StringMergeSort,1500,7939,2488800
AlmostSorted,StringMergeSort,1600,8463,2482200
AlmostSorted,StringMergeSort,1700,9045,2679800
AlmostSorted,StringMergeSort,1800,9722,2852300
AlmostSorted,StringMergeSort,1900,10637,3042300
AlmostSorted,StringMergeSort,2000,11451,3504700
AlmostSorted,StringMergeSort,2100,11942,3745000
AlmostSorted,StringMergeSort,2200,12430,3935800
AlmostSorted,StringMergeSort,2300,13107,4110900
AlmostSorted,StringMergeSort,2400,13970,4397200
AlmostSorted,StringMergeSort,2500,14466,4613400
AlmostSorted,StringMergeSort,2600,15039,6612000
AlmostSorted,StringMergeSort,2700,15638,5067200
AlmostSorted,StringMergeSort,2800,16281,5330800
AlmostSorted,StringMergeSort,2900,17451,5627100
AlmostSorted,StringMergeSort,3000,18135,7313200
AlmostSorted,StringMergeSort,100,367,115400
AlmostSorted,StringMergeSort,200,811,266700
AlmostSorted,StringMergeSort,300,1226,435500
AlmostSorted,StringMergeSort,400,1669,577600
AlmostSorted,StringMergeSort,500,2293,751200
AlmostSorted,StringMergeSort,600,2551,906100
AlmostSorted,StringMergeSort,700,3184,1071500
AlmostSorted,StringMergeSort,800,3624,1164500
AlmostSorted,StringMergeSort,900,4289,1330700
AlmostSorted,StringMergeSort,1000,4872,1441100
AlmostSorted,StringMergeSort,1100,5389,1585300
AlmostSorted,StringMergeSort,1200,6037,1829600
AlmostSorted,StringMergeSort,1300,6577,2108200
AlmostSorted,StringMergeSort,1400,7297,2983700
AlmostSorted,StringMergeSort,1500,7886,2257000
AlmostSorted,StringMergeSort,1600,8483,2449900
AlmostSorted,StringMergeSort,1700,9027,2742800
AlmostSorted,StringMergeSort,1800,9717,3151900
AlmostSorted,StringMergeSort,1900,10277,2997600
AlmostSorted,StringMergeSort,2000,11354,3419400
AlmostSorted,StringMergeSort,2100,12261,3757200
AlmostSorted,StringMergeSort,2200,12252,3997300
AlmostSorted,StringMergeSort,2300,13077,4346400
AlmostSorted,StringMergeSort,2400,13650,5590100
AlmostSorted,StringMergeSort,2500,14362,5244900
AlmostSorted,StringMergeSort,2600,15041,4950200
AlmostSorted,StringMergeSort,2700,15903,5061200
AlmostSorted,StringMergeSort,2800,16803,5525900
AlmostSorted,StringMergeSort,2900,17318,5889500
AlmostSorted,StringMergeSort,3000,17643,5983100
AlmostSorted,StringMergeSort,100,396,118700
AlmostSorted,StringMergeSort,200,796,270300
AlmostSorted,StringMergeSort,300,1221,442000
AlmostSorted,StringMergeSort,400,1695,910600
AlmostSorted,StringMergeSort,500,2208,887900
AlmostSorted,StringMergeSort,600,2741,886900
AlmostSorted,StringMergeSort,700,3138,1003800
AlmostSorted,StringMergeSort,800,3808,1248800
AlmostSorted,StringMergeSort,900,4355,1414500
AlmostSorted,StringMergeSort,1000,4940,2803100
AlmostSorted,StringMergeSort,1100,5391,1711300
AlmostSorted,StringMergeSort,1200,6155,1986600
AlmostSorted,StringMergeSort,1300,6701,3754100
AlmostSorted,StringMergeSort,1400,7270,2142000
AlmostSorted,StringMergeSort,1500,7849,2871500
AlmostSorted,StringMergeSort,1600,8663,2496300
AlmostSorted,StringMergeSort,1700,9025,2630300
AlmostSorted,StringMergeSort,1800,9854,2927200
AlmostSorted,StringMergeSort,1900,10442,3068200
AlmostSorted,StringMergeSort,2000,11077,3469900
AlmostSorted,StringMergeSort,2100,11827,3751300
AlmostSorted,StringMergeSort,2200,12658,3926500
AlmostSorted,StringMergeSort,2300,13006,4063300
AlmostSorted,StringMergeSort,2400,13679,4408900
AlmostSorted,StringMergeSort,2500,14490,4566000
AlmostSorted,StringMergeSort,2600,14886,4727100
AlmostSorted,StringMergeSort,2700,15696,4971500
AlmostSorted,StringMergeSort,2800,16349,5369100
AlmostSorted,StringMergeSort,2900,17397,5650900
AlmostSorted,StringMergeSort,3000,18183,6224900
AlmostSorted,StringMergeSort,100,358,119400
AlmostSorted,StringMergeSort,200,771,340600
AlmostSorted,StringMergeSort,300,1238,412000
AlmostSorted,StringMergeSort,400,1661,571100
AlmostSorted,StringMergeSort,500,2205,643200
AlmostSorted,StringMergeSort,600,2687,854700
AlmostSorted,StringMergeSort,700,3141,976100
AlmostSorted,StringMergeSort,800,3701,1113200
AlmostSorted,StringMergeSort,900,4357,1298400
AlmostSorted,StringMergeSort,1000,4949,1476000
AlmostSorted,StringMergeSort,1100,5366,1618900
AlmostSorted,StringMergeSort,1200,5903,1716300
AlmostSorted,StringMergeSort,1300,6797,1977200
AlmostSorted,StringMergeSort,1400,7342,2121900
AlmostSorted,StringMergeSort,1500,7702,4231700
AlmostSorted,StringMergeSort,1600,8712,2426600
AlmostSorted,StringMergeSort,1700,9101,2570500
AlmostSorted,StringMergeSort,1800,9845,3271600
AlmostSorted,StringMergeSort,1900,10398,3056200
AlmostSorted,StringMergeSort,2000,11285,3384100
AlmostSorted,StringMergeSort,2100,11951,3718100
AlmostSorted,StringMergeSort,2200,12701,3872200
AlmostSorted,StringMergeSort,2300,13104,4122200
AlmostSorted,StringMergeSort,2400,13756,4280200
AlmostSorted,StringMergeSort,2500,14415,4607300
AlmostSorted,StringMergeSort,2600,15149,4781900
AlmostSorted,StringMergeSort,2700,15434,4972800
AlmostSorted,StringMergeSort,2800,16246,5416200
AlmostSorted,StringMergeSort,2900,17032,12642200
AlmostSorted,StringMergeSort,3000,17908,5942300
AlmostSorted,QuickSort,100,689,101400
AlmostSorted,QuickSort,200,1747,140500
AlmostSorted,QuickSort,300,3000,309700
AlmostSorted,QuickSort,400,4077,705700
AlmostSorted,QuickSort,500,6000,438100
AlmostSorted,QuickSort,600,7204,553700
AlmostSorted,QuickSort,700,8878,639300
AlmostSorted,QuickSort,800,10282,743200
AlmostSorted,QuickSort,900,12886,1588800
AlmostSorted,QuickSort,1000,13767,1048700
AlmostSorted,QuickSort,1100,15877,1161700
AlmostSorted,QuickSort,1200,17821,1280100
AlmostSorted,QuickSort,1300,20460,1577300
AlmostSorted,QuickSort,1400,20853,1538000
AlmostSorted,QuickSort,1500,21890,1514500
AlmostSorted,QuickSort,1600,25381,2443200
AlmostSorted,QuickSort,1700,27870,1913400
AlmostSorted,QuickSort,1800,28987,1954600
AlmostSorted,QuickSort,1900,30234,3810100
AlmostSorted,QuickSort,2000,33965,3652000
AlmostSorted,QuickSort,2100,35150,2377200
AlmostSorted,QuickSort,2200,37334,2419800
AlmostSorted,QuickSort,2300,38801,2628600
AlmostSorted,QuickSort,2400,43082,2777200
AlmostSorted,QuickSort,2500,43551,2991700
AlmostSorted,QuickSort,2600,46842,3021700
AlmostSorted,QuickSort,2700,47461,3059800
AlmostSorted,QuickSort,2800,51619,3401900
AlmostSorted,QuickSort,2900,52355,3312900
AlmostSorted,QuickSort,3000,51242,6206000
AlmostSorted,QuickSort,100,775,71300
AlmostSorted,QuickSort,200,1818,187700
AlmostSorted,QuickSort,300,2939,230600
AlmostSorted,QuickSort,400,4419,476400
AlmostSorted,QuickSort,500,5912,439200
AlmostSorted,QuickSort,600,7621,549700
AlmostSorted,QuickSort,700,8822,667800
AlmostSorted,QuickSort,800,10587,867000
AlmostSorted,QuickSort,900,11762,824000
AlmostSorted,QuickSort,1000,14327,1033100
AlmostSorted,QuickSort,1100,15613,1091300
AlmostSorted,QuickSort,1200,17652,1271600
AlmostSorted,QuickSort,1300,19201,1287200
AlmostSorted,QuickSort,1400,20850,1525300
AlmostSorted,QuickSort,1500,22033,1469200
AlmostSorted,QuickSort,1600,27961,1935500
AlmostSorted,QuickSort,1700,26563,1779600
AlmostSorted,QuickSort,1800,28697,1889500
AlmostSorted,QuickSort,1900,30619,2090000
AlmostSorted,QuickSort,2000,34142,2871100
AlmostSorted,QuickSort,2100,34572,2396300
AlmostSorted,QuickSort,2200,38211,2548300
AlmostSorted,QuickSort,2300,39493,2605200
AlmostSorted,QuickSort,2400,40802,2675500
AlmostSorted,QuickSort,2500,42569,2694200
AlmostSorted,QuickSort,2600,44156,2900200
AlmostSorted,QuickSort,2700,48416,3178200
AlmostSorted,QuickSort,2800,49562,3105900
AlmostSorted,QuickSort,2900,51295,3287000
AlmostSorted,QuickSort,3000,52947,3274600
AlmostSorted,QuickSort,100,735,70700
AlmostSorted,QuickSort,200,1690,140400
AlmostSorted,QuickSort,300,2848,410100
AlmostSorted,QuickSort,400,4204,584900
AlmostSorted,QuickSort,500,5561,406600
AlmostSorted,QuickSort,600,7202,507700
AlmostSorted,QuickSort,700,8523,631900
AlmostSorted,QuickSort,800,10023,729900
AlmostSorted,QuickSort,900,11683,855400
AlmostSorted,QuickSort,1000,14136,1029900
AlmostSorted,QuickSort,1100,15983,1108300
AlmostSorted,QuickSort,1200,18471,1296500
AlmostSorted,QuickSort,1300,18960,1994900
AlmostSorted,QuickSort,1400,20764,2222900
AlmostSorted,QuickSort,1500,23309,1621200
AlmostSorted,QuickSort,1600,25229,2578600
AlmostSorted,QuickSort,1700,27428,1876600
AlmostSorted,QuickSort,1800,30342,4296900
AlmostSorted,QuickSort,1900,31043,2970700
AlmostSorted,QuickSort,2000,33348,2195600
AlmostSorted,QuickSort,2100,37557,4601000
AlmostSorted,QuickSort,2200,37378,2435500
AlmostSorted,QuickSort,2300,38679,2680100
AlmostSorted,QuickSort,2400,40789,2699200
AlmostSorted,QuickSort,2500,42956,3029500
AlmostSorted,QuickSort,2600,45135,3002800
AlmostSorted,QuickSort,2700,48990,3118900
AlmostSorted,QuickSort,2800,49296,3293000
AlmostSorted,QuickSort,2900,51344,3264400
AlmostSorted,QuickSort,3000,54853,3779100
AlmostSorted,QuickSort,100,749,69600
AlmostSorted,QuickSort,200,1687,137100
AlmostSorted,QuickSort,300,3029,246300
AlmostSorted,QuickSort,400,4053,317400
AlmostSorted,QuickSort,500,5431,402400
AlmostSorted,QuickSort,600,7374,580400
AlmostSorted,QuickSort,700,8763,600200
AlmostSorted,QuickSort,800,10142,732000
AlmostSorted,QuickSort,900,12285,885100
AlmostSorted,QuickSort,1000,13481,951300
AlmostSorted,QuickSort,1100,14900,1035500
AlmostSorted,QuickSort,1200,17586,1220000
AlmostSorted,QuickSort,1300,20499,1493100
AlmostSorted,QuickSort,1400,20391,1452000
AlmostSorted,QuickSort,1500,23009,1734900
AlmostSorted,QuickSort,1600,24760,1816200
AlmostSorted,QuickSort,1700,27705,1845200
AlmostSorted,QuickSort,1800,29150,1946600
AlmostSorted,QuickSort,1900,30877,2357500
AlmostSorted,QuickSort,2000,34581,2364300
AlmostSorted,QuickSort,2100,34042,2305200
AlmostSorted,QuickSort,2200,37550,4033500
AlmostSorted,QuickSort,2300,40642,2748200
AlmostSorted,QuickSort,2400,42176,2798900
AlmostSorted,QuickSort,2500,43944,2985000
AlmostSorted,QuickSort,2600,45456,6786400
AlmostSorted,QuickSort,2700,46698,3685200
AlmostSorted,QuickSort,2800,48405,3241900
AlmostSorted,QuickSort,2900,54146,3463600
AlmostSorted,QuickSort,3000,52205,3508100
AlmostSorted,QuickSort,100,895,76300
AlmostSorted,QuickSort,200,1775,146200
AlmostSorted,QuickSort,300,3017,220400
AlmostSorted,QuickSort,400,4228,338200
AlmostSorted,QuickSort,500,5578,407200
AlmostSorted,QuickSort,600,7454,568400
AlmostSorted,QuickSort,700,9273,691000
AlmostSorted,QuickSort,800,10529,783700
AlmostSorted,QuickSort,900,12184,938900
AlmostSorted,QuickSort,1000,13558,971400
AlmostSorted,QuickSort,1100,14950,1112700
AlmostSorted,QuickSort,1200,16880,1216400
AlmostSorted,QuickSort,1300,19096,1276600
AlmostSorted,QuickSort,1400,19992,1350600
AlmostSorted,QuickSort,1500,22292,1549500
AlmostSorted,QuickSort,1600,25102,1691900
AlmostSorted,QuickSort,1700,26574,1727400
AlmostSorted,QuickSort,1800,30366,2058600
AlmostSorted,QuickSort,1900,30035,2062800
AlmostSorted,QuickSort,2000,32966,2133200
AlmostSorted,QuickSort,2100,35127,2336000
AlmostSorted,QuickSort,2200,37265,2389900
AlmostSorted,QuickSort,2300,39984,2568800
AlmostSorted,QuickSort,2400,40453,2562000
AlmostSorted,QuickSort,2500,42841,2772700
AlmostSorted,QuickSort,2600,46790,3066100
AlmostSorted,QuickSort,2700,48168,3001600
AlmostSorted,QuickSort,2800,49709,3198800
AlmostSorted,QuickSort,2900,53652,3513400
AlmostSorted,QuickSort,3000,52441,3332200
AlmostSorted,StringQuickSort,100,641,76200
AlmostSorted,StringQuickSort,200,1355,141800
AlmostSorted,StringQuickSort,300,2299,227600
AlmostSorted,StringQuickSort,400,3270,314200
AlmostSorted,StringQuickSort,500,4224,383900
AlmostSorted,StringQuickSort,600,4995,466300
AlmostSorted,StringQuickSort,700,6215,566700
AlmostSorted,StringQuickSort,800,7302,670700
AlmostSorted,StringQuickSort,900,8730,744300
AlmostSorted,StringQuickSort,1000,9374,820700
AlmostSorted,StringQuickSort,1100,10725,952800
AlmostSorted,StringQuickSort,1200,13253,1171100
AlmostSorted,StringQuickSort,1300,13079,1163500
AlmostSorted,StringQuickSort,1400,14084,1715400
AlmostSorted,StringQuickSort,1500,14419,1265700
AlmostSorted,StringQuickSort,1600,16781,1762900
AlmostSorted,StringQuickSort,1700,16839,1419800
AlmostSorted,StringQuickSort,1800,18340,1483900
AlmostSorted,StringQuickSort,1900,20193,1635800
AlmostSorted,StringQuickSort,2000,20396,1693200
AlmostSorted,StringQuickSort,2100,22287,1845100
AlmostSorted,StringQuickSort,2200,23348,2206500
AlmostSorted,StringQuickSort,2300,26174,2800300
AlmostSorted,StringQuickSort,2400,26121,2188200
AlmostSorted,StringQuickSort,2500,28710,4306000
AlmostSorted,StringQuickSort,2600,29201,3588100
AlmostSorted,StringQuickSort,2700,29548,2376800
AlmostSorted,StringQuickSort,2800,30937,2501000
AlmostSorted,StringQuickSort,2900,31672,2546300
AlmostSorted,StringQuickSort,3000,34437,6528200
AlmostSorted,StringQuickSort,100,618,84200
AlmostSorted,StringQuickSort,200,1379,132300
AlmostSorted,StringQuickSort,300,2150,203700
AlmostSorted,StringQuickSort,400,3241,327400
AlmostSorted,StringQuickSort,500,4235,361800
AlmostSorted,StringQuickSort,600,5056,454000
AlmostSorted,StringQuickSort,700,5923,519900
AlmostSorted,StringQuickSort,800,7423,632500
AlmostSorted,StringQuickSort,900,8901,787700
AlmostSorted,StringQuickSort,1000,10523,861500
AlmostSorted,StringQuickSort,1100,10727,882400
AlmostSorted,StringQuickSort,1200,11575,982000
AlmostSorted,StringQuickSort,1300,13717,1170200
AlmostSorted,StringQuickSort,1400,13775,1108300
AlmostSorted,StringQuickSort,1500,14909,1249100
AlmostSorted,StringQuickSort,1600,16707,1407300
AlmostSorted,StringQuickSort,1700,18007,1476600
AlmostSorted,StringQuickSort,1800,19775,1567900
AlmostSorted,StringQuickSort,1900,20147,3089200
AlmostSorted,StringQuickSort,2000,21283,1760400
AlmostSorted,StringQuickSort,2100,22352,1856600
AlmostSorted,StringQuickSort,2200,25703,2031300
AlmostSorted,StringQuickSort,2300,25959,2157200
AlmostSorted,StringQuickSort,2400,25771,2093300
AlmostSorted,StringQuickSort,2500,27478,2195100
AlmostSorted,StringQuickSort,2600,30073,2530600
AlmostSorted,StringQuickSort,2700,28780,2656700
AlmostSorted,StringQuickSort,2800,31278,2531600
AlmostSorted,StringQuickSort,2900,31708,2533700
AlmostSorted,StringQuickSort,3000,32843,6196700
AlmostSorted,StringQuickSort,100,544,106100
AlmostSorted,StringQuickSort,200,1507,274200
AlmostSorted,StringQuickSort,300,2047,199400
AlmostSorted,StringQuickSort,400,3142,278500
AlmostSorted,StringQuickSort,500,4189,368000
AlmostSorted,StringQuickSort,600,5014,433200
AlmostSorted,StringQuickSort,700,5944,520500
AlmostSorted,StringQuickSort,800,7206,634700
AlmostSorted,StringQuickSort,900,8384,695100
AlmostSorted,StringQuickSort,1000,9338,842100
AlmostSorted,StringQuickSort,1100,10923,869000
AlmostSorted,StringQuickSort,1200,12172,1484600
AlmostSorted,StringQuickSort,1300,13524,1142400
AlmostSorted,StringQuickSort,1400,14270,1193900
AlmostSorted,StringQuickSort,1500,15239,1945300
AlmostSorted,StringQuickSort,1600,16735,1423100
AlmostSorted,StringQuickSort,1700,17748,1592000
AlmostSorted,StringQuickSort,1800,19476,1633200
AlmostSorted,StringQuickSort,1900,20281,1701900
AlmostSorted,StringQuickSort,2000,22976,1899600
AlmostSorted,StringQuickSort,2100,26870,3989000
AlmostSorted,StringQuickSort,2200,24233,2013900
AlmostSorted,StringQuickSort,2300,25546,2055700
AlmostSorted,StringQuickSort,2400,24864,2107700
AlmostSorted,StringQuickSort,2500,26914,2149100
AlmostSorted,StringQuickSort,2600,29075,2476800
AlmostSorted,StringQuickSort,2700,29132,2415600
AlmostSorted,StringQuickSort,2800,31476,2560300
AlmostSorted,StringQuickSort,2900,32248,2599700
AlmostSorted,StringQuickSort,3000,31811,2795600
AlmostSorted,StringQuickSort,100,591,160200
AlmostSorted,StringQuickSort,200,1365,136900
AlmostSorted,StringQuickSort,300,2175,204700
AlmostSorted,StringQuickSort,400,3338,298500
AlmostSorted,StringQuickSort,500,4269,369300
AlmostSorted,StringQuickSort,600,4941,444200
AlmostSorted,StringQuickSort,700,5963,516000
AlmostSorted,StringQuickSort,800,7176,608100
AlmostSorted,StringQuickSort,900,7922,692500
AlmostSorted,StringQuickSort,1000,10281,853400
AlmostSorted,StringQuickSort,1100,11084,921800
AlmostSorted,StringQuickSort,1200,11958,2325700
AlmostSorted,StringQuickSort,1300,13133,1099600
AlmostSorted,StringQuickSort,1400,14352,1185200
AlmostSorted,StringQuickSort,1500,15651,1312100
AlmostSorted,StringQuickSort,1600,15772,1380400
AlmostSorted,StringQuickSort,1700,17263,1495900
AlmostSorted,StringQuickSort,1800,18257,1581900
AlmostSorted,StringQuickSort,1900,19799,1743000
AlmostSorted,StringQuickSort,2000,22875,1926500
AlmostSorted,StringQuickSort,2100,22377,1824700
AlmostSorted,StringQuickSort,2200,22548,1939500
AlmostSorted,StringQuickSort,2300,28124,2299500
AlmostSorted,StringQuickSort,2400,27872,2246600
AlmostSorted,StringQuickSort,2500,27946,2227300
AlmostSorted,StringQuickSort,2600,28933,4618200
AlmostSorted,StringQuickSort,2700,29704,2388300
AlmostSorted,StringQuickSort,2800,33764,2592300
AlmostSorted,StringQuickSort,2900,34030,2618300
AlmostSorted,StringQuickSort,3000,33639,6285200
AlmostSorted,StringQuickSort,100,631,68300
AlmostSorted,StringQuickSort,200,1303,134900
AlmostSorted,StringQuickSort,300,2670,227800
AlmostSorted,StringQuickSort,400,3225,311200
AlmostSorted,StringQuickSort,500,4220,362400
AlmostSorted,StringQuickSort,600,4955,428200
AlmostSorted,StringQuickSort,700,6244,545100
AlmostSorted,StringQuickSort,800,7190,597000
AlmostSorted,StringQuickSort,900,8384,690400
AlmostSorted,StringQuickSort,1000,9007,851300
AlmostSorted,StringQuickSort,1100,10475,902100
AlmostSorted,StringQuickSort,1200,11741,1007700
AlmostSorted,StringQuickSort,1300,12946,1054000
AlmostSorted,StringQuickSort,1400,14233,1113300
AlmostSorted,StringQuickSort,1500,15717,1290900
AlmostSorted,StringQuickSort,1600,16517,1340300
AlmostSorted,StringQuickSort,1700,16941,1455300
AlmostSorted,StringQuickSort,1800,19140,1695600
AlmostSorted,StringQuickSort,1900,19856,3642200
AlmostSorted,StringQuickSort,2000,20802,1640200
AlmostSorted,StringQuickSort,2100,21975,2779700
AlmostSorted,StringQuickSort,2200,23359,2179100
AlmostSorted,StringQuickSort,2300,25126,3836400
AlmostSorted,StringQuickSort,2400,27271,2105600
AlmostSorted,StringQuickSort,2500,28343,2256800
AlmostSorted,StringQuickSort,2600,28051,2294600
AlmostSorted,StringQuickSort,2700,28775,2390800
AlmostSorted,StringQuickSort,2800,30350,2747900
AlmostSorted,StringQuickSort,2900,33772,2599800
AlmostSorted,StringQuickSort,3000,33862,2789300
AlmostSorted,MSBRadixQuickSort,100,68,378600
AlmostSorted,MSBRadixQuickSort,200,234,609800
AlmostSorted,MSBRadixQuickSort,300,463,872100
AlmostSorted,MSBRadixQuickSort,400,697,997400
AlmostSorted,MSBRadixQuickSort,500,1025,1302100
AlmostSorted,MSBRadixQuickSort,600,1396,1404900
AlmostSorted,MSBRadixQuickSort,700,1777,1593000
AlmostSorted,MSBRadixQuickSort,800,2244,2029900
AlmostSorted,MSBRadixQuickSort,900,2646,2218400
AlmostSorted,MSBRadixQuickSort,1000,3025,2598500
AlmostSorted,MSBRadixQuickSort,1100,3496,3470800
AlmostSorted,MSBRadixQuickSort,1200,4114,2951100
AlmostSorted,MSBRadixQuickSort,1300,4501,4029900
AlmostSorted,MSBRadixQuickSort,1400,4843,4054500
AlmostSorted,MSBRadixQuickSort,1500,5546,3563000
AlmostSorted,MSBRadixQuickSort,1600,6114,4113400
AlmostSorted,MSBRadixQuickSort,1700,6659,3931900
AlmostSorted,MSBRadixQuickSort,1800,7182,5922900
AlmostSorted,MSBRadixQuickSort,1900,7675,4897400
AlmostSorted,MSBRadixQuickSort,2000,8384,5115500
AlmostSorted,MSBRadixQuickSort,2100,8966,5363000
AlmostSorted,MSBRadixQuickSort,2200,9471,5815500
AlmostSorted,MSBRadixQuickSort,2300,10230,6415000
AlmostSorted,MSBRadixQuickSort,2400,11155,6699100
AlmostSorted,MSBRadixQuickSort,2500,11447,6881700
AlmostSorted,MSBRadixQuickSort,2600,12057,7345500
AlmostSorted,MSBRadixQuickSort,2700,12997,7971100
AlmostSorted,MSBRadixQuickSort,2800,13367,7979900
AlmostSorted,MSBRadixQuickSort,2900,14213,8495600
AlmostSorted,MSBRadixQuickSort,3000,14646,13082400
AlmostSorted,MSBRadixQuickSort,100,62,399000
AlmostSorted,MSBRadixQuickSort,200,212,992500
AlmostSorted,MSBRadixQuickSort,300,425,860100
AlmostSorted,MSBRadixQuickSort,400,690,1003900
AlmostSorted,MSBRadixQuickSort,500,976,1136700
AlmostSorted,MSBRadixQuickSort,600,1391,1441500
AlmostSorted,MSBRadixQuickSort,700,1760,1625200
AlmostSorted,MSBRadixQuickSort,800,2190,1757700
AlmostSorted,MSBRadixQuickSort,900,2564,1845600
AlmostSorted,MSBRadixQuickSort,1000,3031,6935900
AlmostSorted,MSBRadixQuickSort,1100,3389,2456200
AlmostSorted,MSBRadixQuickSort,1200,4045,3165700
AlmostSorted,MSBRadixQuickSort,1300,4437,3421500
AlmostSorted,MSBRadixQuickSort,1400,4977,5066100
AlmostSorted,MSBRadixQuickSort,1500,5716,3693100
AlmostSorted,MSBRadixQuickSort,1600,6023,4238900
AlmostSorted,MSBRadixQuickSort,1700,6644,4235700
AlmostSorted,MSBRadixQuickSort,1800,7225,4387300
AlmostSorted,MSBRadixQuickSort,1900,7820,4930800
AlmostSorted,MSBRadixQuickSort,2000,8524,5138100
AlmostSorted,MSBRadixQuickSort,2100,9174,6023200
AlmostSorted,MSBRadixQuickSort,2200,9669,5801200
AlmostSorted,MSBRadixQuickSort,2300,10009,6189900
AlmostSorted,MSBRadixQuickSort,2400,10839,6553900
AlmostSorted,MSBRadixQuickSort,2500,11422,6966900
AlmostSorted,MSBRadixQuickSort,2600,12140,7581100
AlmostSorted,MSBRadixQuickSort,2700,12992,7668000
AlmostSorted,MSBRadixQuickSort,2800,13509,8301500
AlmostSorted,MSBRadixQuickSort,2900,14044,8114100
AlmostSorted,MSBRadixQuickSort,3000,14894,9155800
AlmostSorted,MSBRadixQuickSort,100,58,597100
AlmostSorted,MSBRadixQuickSort,200,202,1180400
AlmostSorted,MSBRadixQuickSort,300,434,794900
AlmostSorted,MSBRadixQuickSort,400,713,1062200
AlmostSorted,MSBRadixQuickSort,500,1034,1652200
AlmostSorted,MSBRadixQuickSort,600,1423,1348900
AlmostSorted,MSBRadixQuickSort,700,1768,1420200
AlmostSorted,MSBRadixQuickSort,800,2149,1729900
AlmostSorted,MSBRadixQuickSort,900,2605,2081800
AlmostSorted,MSBRadixQuickSort,1000,2943,2298800
AlmostSorted,MSBRadixQuickSort,1100,3420,3236500
AlmostSorted,MSBRadixQuickSort,1200,4052,2706000
AlmostSorted,MSBRadixQuickSort,1300,4351,2978500
AlmostSorted,MSBRadixQuickSort,1400,4936,3189600
AlmostSorted,MSBRadixQuickSort,1500,5618,3628200
AlmostSorted,MSBRadixQuickSort,1600,6119,3861700
AlmostSorted,MSBRadixQuickSort,1700,6728,4541000
AlmostSorted,MSBRadixQuickSort,1800,7049,4567500
AlmostSorted,MSBRadixQuickSort,1900,7917,4763000
AlmostSorted,MSBRadixQuickSort,2000,8333,5108700
AlmostSorted,MSBRadixQuickSort,2100,8869,5208400
AlmostSorted,MSBRadixQuickSort,2200,9586,5720900
AlmostSorted,MSBRadixQuickSort,2300,10058,6236100
AlmostSorted,MSBRadixQuickSort,2400,10663,12339600
AlmostSorted,MSBRadixQuickSort,2500,11574,6830300
AlmostSorted,MSBRadixQuickSort,2600,11934,7583700
AlmostSorted,MSBRadixQuickSort,2700,12597,7838700
